title,TMDB_ID,bechdel_pass,budget,revenue,primary_genre,popularity,year,language,runtime,TMDB_rating,votes,spoken_language,logbudget,logrevenue
Serenity,16320,pass,39000000,38869464,SciFi,16.62,2005,English Language,119,7.4,2741,en,17.47907220409392,17.4757195131784
Shopgirl,2610,fail,10284523,11588205,Comedy,10.569,2005,English Language,104,5.8,192,en,16.14615070177298,16.26549832842943
Sin City,187,pass,40000000,158733820,Thriller,26.988,2005,English Language,124,7.4,6466,en,17.50439001207821,18.882739269282908
The Sisterhood of the Traveling Pants,9779,pass,25000000,39053061,Drama,11.415,2005,English Language,119,6.5,1091,en,17.034386382832476,17.480431817861632
The Skeleton Key,9913,pass,43000000,93983911,Drama,15.241,2005,English Language,104,6.6,1579,en,17.576710673657836,18.35863416601034
Sky High,11459,pass,35000000,86369815,Adventure,31.882,2005,English Language,100,6.2,1842,en,17.37085861945369,18.274148809306737
The Squid and the Whale,10707,fail,1500000,11098131,Comedy,9.375,2005,English Language,81,7,678,en,14.22097566607244,16.222287273726952
Star Wars: Episode III - Revenge of the Sith,1895,fail,113000000,850000000,SciFi,30.534,2005,English Language,140,7.4,10855,en,18.542898376676614,20.560746907448635
Stealth,10048,fail,135000000,76932943,SciFi,13.036,2005,English Language,121,5.3,747,en,18.720785336402702,18.158444730260392
Thank You for Smoking,9388,fail,6500000,24793509,Comedy,12.891,2006,English Language,92,7.2,1632,en,15.687312734865866,17.026092443005954
The Three Burials of Melquiades Estrada,8053,pass,15000000,12036149,Adventure,9.638,2005,English Language,121,7.1,445,en,16.523560759066484,16.30342509618353
Tideland,11559,pass,12000000,566611,Fantasy,9.253,2005,English Language,120,6.5,403,en,16.300417207752275,13.247428280238815
Transamerica,546,pass,1000000,13350369,Drama,7.221,2005,English Language,103,7.1,359,en,13.815510557964274,16.40705458287798
Transporter 2,9335,fail,32000000,89083229,Action,30.588,2005,English Language,87,6.3,2734,en,17.281246460764002,18.305081648012607
V for Vendetta,752,pass,54000000,132511035,Action,29.22,2006,English Language,132,7.9,11704,en,17.80449460452855,18.70217648294158
Valiant,14175,fail,35000000,61746888,Family,13.73,2005,English Language,76,5.5,693,en,17.37085861945369,17.93855413544127
Waiting...,7553,pass,3000000,18637690,Comedy,18.891,2005,English Language,94,6.3,564,en,14.914122846632385,16.7406964325035
Walk the Line,69,pass,28000000,186797986,Drama,13.292,2005,English Language,136,7.5,2187,en,17.14771506813948,19.045538302116313
Wallace & Gromit: The Curse of the Were-Rabbit,533,fail,30000000,192610372,Adventure,19.17,2005,English Language,85,7,1987,en,17.216707939626428,19.076179908422436
War of the Worlds,74,pass,132000000,603873119,Adventure,30.622,2005,English Language,117,6.5,6552,en,18.698312480550644,20.218874665950946
Wedding Crashers,9522,pass,40000000,285176741,Comedy,13.484,2005,English Language,119,6.5,3504,en,17.50439001207821,19.468619689882832
The Wedding Date,6961,pass,15000000,47175038,Comedy,13.65,2005,English Language,88,6.8,942,en,16.523560759066484,17.66937545472996
White Noise,11804,fail,10000000,91196419,Drama,11.14,2005,English Language,101,5.6,629,en,16.11809565095832,18.32852618892278
Wolf Creek,9885,pass,1000000,27762648,Horror,12.914,2005,English Language,104,6.2,817,en,13.815510557964274,17.139202078102624
Zathura: A Space Adventure,6795,fail,65000000,65079104,Family,40.009,2005,English Language,101,6.4,2527,en,17.98989782785991,17.991114072549777
13 Going on 30,10096,pass,37000000,96455697,Comedy,25.1,2004,English Language,98,6.7,4047,en,17.4264284706085,18.38459436244566
2046,844,pass,12000000,19271312,Fantasy,12.259,2004,Foreign Language,128,7.2,593,zh,16.300417207752275,16.774128123179246
50 First Dates,1824,fail,75000000,196482882,Comedy,29.109,2004,English Language,99,6.8,5819,en,18.132998671500584,19.096085870975084
9 Songs,27,fail,1000000,1574623,Drama,27.218,2004,English Language,70,5.6,348,en,13.815510557964274,14.269526436510112
A Cinderella Story,11247,pass,19000000,70067909,Comedy,39.503,2004,English Language,95,6.5,2631,en,16.759949537130716,18.064975458314464
A Dirty Shame,13702,pass,15000000,1914166,Comedy,13.236,2004,English Language,89,5.4,202,en,16.523560759066484,14.464792576596855
After the Sunset,10589,pass,60000000,61347797,Action,13.356,2004,English Language,97,6.1,547,en,17.909855120186375,17.932069819756006
Alexander,1966,fail,155000000,167298192,War,18.742,2004,English Language,175,5.9,2618,en,18.858935674883522,18.935288358965003
Anchorman: The Legend of Ron Burgundy,8699,pass,26000000,90574188,Comedy,16.113,2004,English Language,95,6.7,3268,en,17.073607095985757,18.321679829759052
Around the World in 80 Days,10204,fail,110000000,72178895,Action,17.377,2004,English Language,120,5.9,1928,en,18.51599092375669,18.094658248111887
The Aviator,2567,fail,110000000,213700000,Drama,22.122,2004,English Language,170,7.2,4150,en,18.51599092375669,19.180083720289375
AVP: Alien vs. Predator,395,pass,70000000,177427090,Adventure,28.444,2004,English Language,101,5.9,3303,en,18.064005800013632,18.994070321931137
Before Sunset,80,fail,2700000,15992615,Drama,13.489,2004,English Language,80,7.8,2478,en,14.808762330974558,16.587637611151298
Being Julia,18701,pass,18000000,14339171,Comedy,9.473,2004,English Language,104,6.6,67,en,16.70588231586044,16.478505581143885
Blade: Trinity,36648,pass,65000000,128905366,Action,26.774,2004,English Language,123,5.9,2998,en,17.98989782785991,18.674589096212845
The Bourne Supremacy,2502,fail,75000000,288500217,Action,22.558,2004,English Language,108,7.3,5998,en,18.132998671500584,19.480206396078522
Bridget Jones: The Edge of Reason,9801,pass,40000000,262500000,Comedy,14.924,2004,English Language,108,6.3,2254,en,17.50439001207821,19.385761639995952
The Butterfly Effect,1954,fail,13000000,96060858,SciFi,34.126,2004,English Language,113,7.5,5756,en,16.38045991542581,18.380492486078616
Catwoman,314,pass,100000000,82102379,Action,23.414,2004,English Language,104,4.6,2623,en,18.420680743952367,18.223477550860327
Cellular,9759,pass,25000000,56422687,Action,15.781,2004,English Language,94,6.4,1460,en,17.034386382832476,17.848381887359782
The Chronicles of Riddick,2789,fail,105000000,115772733,Action,14.662,2004,English Language,119,6.5,3170,en,18.469470908121796,18.56713962905538
Closer,2288,pass,27000000,115505027,Drama,14.591,2004,English Language,104,6.8,2557,en,17.111347423968603,18.564824610788513
Dawn of the Dead,924,pass,28000000,102356381,Action,36.535,2004,English Language,101,7,2965,en,17.14771506813948,18.44397121302318
The Day After Tomorrow,435,pass,125000000,544272402,Action,26.072,2004,English Language,124,6.5,6302,en,18.643824295266576,20.114960418462882
Dirty Dancing: Havana Nights,10677,pass,25000000,27685016,Drama,11.594,2004,English Language,86,6.4,529,en,17.034386382832476,17.136401886169324
The Door in the Floor,1944,fail,7500000,6715067,Drama,9.374,2004,English Language,111,6.1,146,en,15.830413578506539,15.719864365551649
Ella Enchanted,14442,pass,31000000,27388767,Family,52.331,2004,English Language,96,6.4,1486,en,17.24949776244942,17.125643523796636
Eternal Sunshine of the Spotless Mind,38,fail,20000000,72258126,SciFi,48.134,2004,English Language,108,8.1,11688,en,16.811242831518264,18.09575534922071
Eulogy,16358,pass,6500000,89781,Comedy,8.335,2004,English Language,91,6.5,91,en,15.687312734865866,11.405128650612053
EuroTrip,9352,fail,25000000,20796847,Comedy,22.135,2004,English Language,93,6.5,1882,en,17.034386382832476,16.850311946642684
Finding Neverland,866,pass,25000000,116766556,Drama,12.5,2004,English Language,106,7.3,3008,en,17.034386382832476,18.575687251740092
Flight of the Phoenix,11866,fail,45000000,21009180,Action,11.984,2004,English Language,113,6,647,en,17.622173047734595,16.86047004302574
Garden State,401,pass,2500000,26781723,Comedy,9.094,2004,English Language,102,7.1,1403,en,14.73180128983843,17.103230235216632
The Grudge,1970,pass,10000000,183474602,Horror,36.629,2004,English Language,92,5.9,2290,en,16.11809565095832,19.027586807160183
Hellboy,456740,fail,50000000,44664690,Fantasy,42.7,2019,English Language,120,5.5,2595,en,17.72753356339242,17.61469381453651
Home on the Range,13700,pass,110000000,103951461,Animation,44.937,2004,English Language,76,6,1577,en,18.51599092375669,18.45943462700358
"I, Robot",2048,fail,120000000,347234916,Action,31.19,2004,English Language,115,6.9,9570,en,18.60300230074632,19.665512100210325
The Incredibles,9806,pass,92000000,631442092,Action,110.611,2004,English Language,115,7.7,14553,en,18.337299135013314,20.26351679642114
Jersey Girl,9541,fail,35000000,35492921,Comedy,12.638,2004,English Language,102,6.1,788,en,17.37085861945369,17.38484382611043
Kill Bill: Vol. 2,393,pass,30000000,152159461,Action,31.177,2004,English Language,136,7.9,11179,en,17.216707939626428,18.84043961443121
Kinsey,11184,pass,11000000,17050017,Drama,12.175,2004,English Language,118,6.7,333,en,16.213405830762646,16.651661758760753
Kung Fu Hustle,9470,fail,20000000,101434304,Action,29.946,2004,Foreign Language,99,7.4,1978,cn,16.811242831518264,18.43492189565708
Layer Cake,4836,fail,6500000,11850214,Drama,10.999,2004,English Language,105,7,1486,en,15.687312734865866,16.287856484454082
Lemony Snicket's A Series of Unfortunate Events,11774,pass,140000000,209073645,Adventure,19.891,2004,English Language,108,6.8,4163,en,18.75715298057358,19.158197116282967
The Life Aquatic with Steve Zissou,421,fail,50000000,34808403,Adventure,15.009,2004,English Language,119,7.2,2118,en,17.72753356339242,17.365369381113837
The Machinist,4553,fail,5000000,8203235,Thriller,16.582,2004,English Language,101,7.5,4065,en,15.424948470398375,15.92003914663013
Maria Full of Grace,436,pass,3000000,12450821,Drama,12.134,2004,Foreign Language,101,7.3,284,es,14.914122846632385,16.337297122475896
Mean Girls,10625,pass,17000000,129042871,Comedy,58.635,2004,English Language,97,7.2,6899,en,16.64872390202049,18.67565524044879
Meet the Fockers,693,pass,80000000,516642939,Comedy,18.447,2004,English Language,115,6.2,3811,en,18.197537192638155,20.062862553638766
Million Dollar Baby,70,pass,30000000,216763646,Drama,23.894,2004,English Language,132,8,7502,en,17.216707939626428,19.194318128967303
Mindhunters,16617,fail,27000000,21148829,Mystery,14.7,2004,English Language,106,6.5,855,en,17.111347423968603,16.867095095493525
Napoleon Dynamite,8193,fail,400000,46118097,Comedy,10.684,2004,English Language,95,6.8,1355,en,12.89921982609012,17.646715990588422
National Treasure,2059,fail,100000000,347512318,Adventure,25.08,2004,English Language,131,6.6,5007,en,18.420680743952367,19.666310669822888
New York Minute,11025,pass,30000000,21289826,Comedy,11.535,2004,English Language,91,6.1,719,en,17.216707939626428,16.87373986398516
The Notebook,11036,pass,29000000,115603229,Romance,50.928,2004,English Language,123,7.9,9162,en,17.182806387950748,18.5656744463384
Ocean's Twelve,163,fail,110000000,362744280,Thriller,27.591,2004,English Language,125,6.5,5782,en,18.51599092375669,19.709208681168686
The Passion of the Christ,615,pass,30000000,611899420,Drama,73.668,2004,English Language,127,7.4,3177,en,17.216707939626428,20.232078480565022
The Phantom of the Opera,9833,fail,70000000,154648887,Thriller,15.972,2004,English Language,143,7.3,1264,en,18.064005800013632,18.85666786017324
The Polar Express,5255,fail,165000000,310634054,Animation,109.019,2004,English Language,100,6.7,4784,en,18.921456031864853,19.5541261020765
Primer,14337,fail,7000,545436,SciFi,14.147,2004,English Language,77,6.9,1609,en,8.85366542803745,13.209340753815946
The Princess Diaries 2: Royal Engagement,11130,pass,40000000,134734481,Comedy,31.856,2004,English Language,113,6.6,2650,en,17.50439001207821,18.718816592289773
The Punisher,7220,fail,33000000,54700105,Action,32.027,2004,English Language,124,6.3,2110,en,17.312018119430753,17.81737618695161
Raising Helen,4599,pass,50000000,49718611,Drama,12.092,2004,English Language,119,6.1,555,en,17.72753356339242,17.721889887772466
Ray,1677,pass,40000000,124731534,Drama,12.804,2004,English Language,152,7.4,1439,en,17.50439001207821,18.641674257591166
Resident Evil: Apocalypse,1577,pass,45000000,129394835,Horror,33.45,2004,English Language,94,6.4,3286,en,17.622173047734595,18.67837902424218
Saw,176,fail,1200000,103911669,Horror,60.041,2004,English Language,103,7.4,7024,en,13.997832114758229,18.459051759676548
The Sea Inside,1913,pass,12806000,38535221,Drama,10.13,2004,Foreign Language,125,7.6,678,es,16.365424369060886,17.467083212223848
Secret Window,1586,fail,40000000,92913171,Mystery,23.111,2004,English Language,96,6.6,2836,en,17.50439001207821,18.347175969838123
Shark Tale,10555,fail,75000000,367275019,Animation,62.992,2004,English Language,90,6,5225,en,18.132998671500584,19.721621495953116
Shaun of the Dead,747,pass,4000000,30332385,Horror,25.365,2004,English Language,99,7.5,6570,en,15.201804919084164,17.22772651158803
She Hate Me,20912,fail,8000000,365134,Comedy,11.186,2004,English Language,139,5.3,74,en,15.89495209964411,12.808019688479035
Shrek 2,809,pass,150000000,928760770,Animation,139.385,2004,English Language,93,7.2,9402,en,18.82614585206053,20.6493617501605
Sideways,9675,pass,16000000,109502303,Comedy,11.766,2004,English Language,127,7,1207,en,16.588099280204055,18.51145613896313
Sky Captain and the World of Tomorrow,5137,pass,70000000,57958696,Mystery,12.94,2004,English Language,107,5.8,961,en,18.064005800013632,17.875241176888995
Sleepover,9893,pass,10000000,10143022,Family,10.424,2004,English Language,89,5.9,381,en,16.11809565095832,16.132296539339315
Soul Plane,12657,pass,16000000,14822346,Romance,18.68,2004,English Language,86,5.3,303,en,16.588099280204055,16.511646464899297
Spanglish,2539,pass,80000000,55041367,Comedy,13.835,2004,English Language,130,6,1016,en,18.197537192638155,17.8235955877635
Spider-Man 2,558,fail,200000000,783766341,Action,132.823,2004,English Language,127,7.1,11635,en,19.11382792451231,20.479621499454815
The SpongeBob SquarePants Movie,11836,pass,30000000,140161792,Family,75.551,2004,English Language,87,6.9,2160,en,17.216707939626428,18.758307970458752
The Stepford Wives,9890,pass,90000000,102000000,Comedy,13.09,2004,English Language,93,5.7,1030,en,18.31532022829454,18.440483371248543
Swades,15774,pass,2900000,4800000,Drama,7.504,2004,Foreign Language,189,7.4,221,hi,14.880221294956703,15.38412647587812
Taking Lives,11081,fail,45000000,65470529,Action,12.54,2004,English Language,103,6.4,1175,en,17.622173047734595,17.99711066042129
Team America: World Police,3989,fail,32000000,50907422,Adventure,12.531,2004,English Language,98,6.7,1419,en,17.281246460764002,17.745519286214893
The Terminal,594,fail,60000000,219417255,Comedy,31.804,2004,English Language,128,7.3,6040,en,17.909855120186375,19.20648574902106
Troy,652,fail,175000000,497409852,Adventure,47.355,2004,English Language,163,7.1,8075,en,18.980296531887788,20.024924896133804
Van Helsing,7131,pass,160000000,300257475,Horror,35.782,2004,English Language,132,6.3,4604,en,18.890684373198102,19.520150914534536
Veer-Zaara,4251,pass,7000000,29385320,Drama,9.953,2004,Foreign Language,192,7.4,188,hi,15.761420707019587,17.19600578787941
Vera Drake,11109,pass,11000000,13300000,Drama,11.929,2004,English Language,125,7.2,246,en,16.213405830762646,16.40327459319198
The Village,6947,pass,60000000,256697520,Drama,23.981,2004,English Language,108,6.4,3157,en,17.909855120186375,19.363408984711725
Walking Tall,11358,fail,56000000,57223890,Adventure,21.001,2004,English Language,86,6.3,1131,en,17.840862248699423,17.86248202649813
White Chicks,12153,pass,37000000,113086475,Comedy,75.096,2004,English Language,109,6.9,2753,en,17.4264284706085,18.54366334949701
The Whole Ten Yards,2122,fail,40000000,26155781,Comedy,12.04,2004,English Language,98,5.7,714,en,17.50439001207821,17.079580794788367
Wimbledon,11823,pass,31000000,41512007,Comedy,9.487,2004,English Language,98,6.2,766,en,17.24949776244942,17.54149326865564
Without a Paddle,10762,pass,19000000,69631118,Comedy,11.848,2004,English Language,95,5.5,472,en,16.759949537130716,18.058722123087403
2 Fast 2 Furious,584,fail,76000000,236350661,Action,7.022,2003,English Language,108,6.4,5652,en,18.146243898250606,19.28082711189942
Anger Management,9506,fail,75000000,195745823,Comedy,23.303,2003,English Language,106,6.1,2397,en,18.132998671500584,19.092327554165628
